"Robert led the rebel forces during the Battle of the Trident, the decisive battle near war's end.",[0]
"Robert was pleased with the deaths of Princess Elia Martell and her two children, which led to a rift between him and Eddard Stark.",[0]
"Though Robert had no wish to marry after Lyanna Stark's death, he married Lady Cersei Lannister to ensure political stability and Tywin Lannister's support.",[0]
"On their wedding night, a drunken Robert accidentally whispered, 'Lyanna' into Cersei's ear while consummating the marriage, setting a negative tone for their relationship.",[0]
"Jorah was married at a young age to a girl from House Glover as desired by his father Jeor Mormont, Lord of Bear Island.",[0]
She eventually died following her third miscarriage.,[0]
"Jeor gave up the lordship of House Mormont by joining the Night's Watch, which made Jorah the Lord of Bear Island in his own right.",[0]
He received a knighthood from King Robert I Baratheon in recognition of his bravery.,[0]
"During a tourney at Lannisport to celebrate the victory over the Greyjoy rebels, Jorah met Lynesse Hightower, and they were married at Lannisport.",[0]
"Jorah attempted to reproduce the lifestyle to which his wife was accustomed but only succeeded in driving himself into financial ruin, by lavishing her with expensive gifts, hiring a cook from Oldtown, and a harper from Lannisport.",[0]
"Desperate to pay off his debts, Jorah took part in one of the Seven Kingdoms' oldest taboos, slavery. When House Mormont's liege lord, Eddard Stark, learned that Jorah had sold poachers to a Tyroshi slaver, he condemned him to death.",[0]
"When Jorah returned to Lys, Tregar informed him that he would be enslaved for his debts, unless he gave up Lynesse and left Lys.",[0]
"While Jorah wanted to go to Braavos, Lynesse wanted a warmer home, so they fled to Lys instead.",[0]
"Daenerys's child, Rhaego, is a stillborn monstrosity.",[0]
"Jorah shouts at Daenerys when she walks into the burning pyre, which kills Mirri.",[0]
Daenerys promises him a dragon-forged Valyrian steel longsword and names him the first of her Queensguard.,[0]
"Angrily, Daenerys sends them with Belwas and twenty men into the sewers of Meereen to take the city for her.",[0]
